scat SCAT WCSTools 3.9.5, 30 March 2017, Jessica Mink (jmink@cfa.harvard.edu)
 BSC   0.0000000   0.0000000 J2000 r= 180.00 at epoch 2000.0000
BSC_number    RA2000     Dec2000     Mag Type  Arcsec
  4680  184.6316667  30.2491667   6.23  A9  537953.45
  4681  184.6679167  -0.7872222   5.90  A5  630958.73
  4682  184.7487500 -55.1430556   5.00  M1  448992.26
  4683  184.2141667  86.4361111   6.33  F4  336795.27
  4684  184.7587500  26.0077778   6.48  A5  552925.07
  4685  184.8295833  23.0347222   6.27  A5  563369.19
  4686  183.8345833  87.7000000   6.28  F2  332261.45
  4687  184.7079167  75.1605556   5.38  A1  377237.64
  4688  184.8733333  28.1569444   6.33  F8  545250.51
  4689  184.9766667  -0.6669444   3.89  A2  629924.23
  4690  184.9529167  48.9841667   5.29  M0  470988.05
  4691  185.0445833 -22.1755556   5.97  G3  566230.15
  4692  185.1166667 -65.8427778   6.21  B9  410597.49
  4693  185.0820833  26.6194444   5.54  K2  550564.56
  4694  185.0737500  26.0019444   6.15  F0  552749.47
  4695  185.0875000   3.3125000   4.96  K0  626153.47
  4696  185.1404167 -22.2158333   5.21  B8  566015.68
  4697  185.1791667  17.7927778   4.74  G8  581371.95
  4698  185.1720833  27.0547222   7.13  F3  548971.27
  4699  185.2320833 -13.5655556   5.14  K1  595721.20
  4700  185.3400000 -60.4011111   3.59  K3  430047.84
  4701  185.2116667  57.8638889   5.55  K5  439154.78
  4702  185.4895833 -56.3747222   5.92  K4  444422.51
  4703  185.5304167 -67.5219444   5.15  A5  404523.89
  4704  185.5495833 -68.3075000   5.74  K0  401708.56
  4705  185.5450000  24.7738889   6.19  A0  556745.08
  4706  185.7054167 -57.6761111   5.39  B9  439720.09
  4707  185.6262500  25.8461111   4.81  G0  552923.33
  4708  185.6333333   5.3055556   6.40  F8  620162.77
  4709  186.4062500 -86.1505556   6.33  K0  337771.34
  4710  185.8075000 -67.6316667   6.36  G8  404090.53
  4711  185.8400000 -24.8405556   5.68  K1  556288.76
  4712  185.8975000 -35.4127778   5.32  B9  518986.50
  4713  185.9037500 -39.3030556   6.40  F2  505177.76
  4714  185.9370833 -38.9111111   5.79  B9  506554.97
  4715  185.9458333  42.5427778   6.06  F3  493640.68
  4716  186.0062500  51.5622222   4.80  G6  461478.88
  4717  186.0770833  26.0986111   5.18  A3  551705.80
  4718  186.1862500 -41.3841667   6.25  K2  497658.91
  4719  186.1112500  25.5827778   6.42  A7  553483.13
  4720  186.3220833 -65.7705556   6.30  G8  410661.83
  4721  186.2854167 -42.5144444   6.11  G5  493600.38
  4722  186.2987500 -11.6102778   5.95  A1  600522.59
  4723  186.3266667 -27.7491667   6.09  K1  545740.93
  4724  186.3408333 -35.1863889   5.73  B9  519550.20
  4725  186.3129167  23.9261111   6.03  K0  559089.04
  4726  186.2633333  56.7775000   5.81  M3  442795.66
  4727  186.2766667  63.8027778   6.32  G8  417702.11
  4728  186.4620833  39.0186111   5.02  G9  505923.48
  4729  186.6287500 -63.1225000   4.86  B4  420060.73
  4730  186.6495833 -63.0991667   1.33  B0  420139.63
  4731  186.6520833 -63.0994444   1.73  B1  420138.11
  4732  186.6316667 -51.4508333   4.82  B3  461679.61
  4733  186.6004167  27.2683333   4.95  F0  547213.84
  4734  186.7008333 -48.9133333   6.26  G3  470686.59
  4735  186.7154167 -32.8300000   5.55  B9  527636.40
  4736  186.8525000 -63.7891667   6.00  B8  417634.26
  4737  186.7345833  28.2683333   4.36  K1  543618.07
  4738  186.7470833  26.8255556   5.00  A4  548640.35
  4739  186.8695833 -58.9919444   5.50  M4  434740.12
  4740  186.6008333  71.9297222   6.24  G8  388607.04
  4741  186.9254167   8.6102778   6.37  G8  608279.69
  4742  186.9558333 -16.6319444   6.35  G3  583236.29
  4743  187.0100000 -50.2305556   3.91  B2  465890.06
  4744  187.0787500 -64.3413889   6.04  A0  415616.41
  4745  186.8962500  55.7127778   5.70  M2  446418.22
  4746  186.9650000  -4.6152778   6.22  A8  617943.35
  4747  187.1062500 -61.7952778   6.22  K2  424688.20
  4748  187.0937500 -39.0413889   5.44  B8  505515.30
  4749  187.1391667 -56.4077778   6.15  K0  443871.66
  4750  187.1587500  26.2266667   6.54  A2  550370.82
  4751  187.1858333  25.8991667   6.65  Am  551480.13
  4752  187.2279167  25.9127778   5.29  A1  551395.17
  4753  187.3620833  24.1088889   5.48  F5  557483.22
  4754  187.4745833 -56.5247222   5.80  M1  443354.14
  4755  187.4912500 -41.7361111   6.02  M2  495786.99
  4756  187.4300000  20.8961111   5.69  A3  568361.03
  4757  187.4662500 -16.5155556   2.95  B9  582905.25
  4758  187.5200000 -13.3930556   6.35  G0  592826.03
  4759  187.5729167 -23.6966667   5.63  M0  558681.57
  4760  187.4887500  58.4058333   5.35  A5  436658.63
  4761  187.5120833  51.5355556   6.21  F6  461069.41
  4762  187.5179167  58.7675000   6.08  G8  435363.51
  4763  187.7912500 -57.1133333   1.63  M3  441163.16
  4764  187.8195833 -57.0811111   6.42  A3  441268.71
  4765  187.5279167  69.2011111   4.95  M3  398201.15
  4766  187.7525000  24.5672222   5.46  A2  555520.20
  4767  187.7087500  53.0766667   6.21  F8  455526.77
  4768  187.9179167 -59.4238889   5.48  F7  432914.08
  4769  188.0416667 -73.0016667   5.88  K1  384574.24
  4770  187.8391667   7.6041667   6.05  K5  608742.80
  4771  187.9825000 -63.5061111   5.95  A8  418383.00
  4772  187.9112500  -5.0525000   6.19  G9  614238.00
  4773  188.1166667 -72.1330556   3.87  B5  387655.29
  4774  188.0187500 -32.5336111   6.46  A3  527754.40
  4775  188.0175000 -16.1961111   4.31  F2  583112.98
  4776  188.1500000 -13.8591667   5.74  F2  590265.52
  4777  188.2620833  10.2955556   6.26  G8  600577.85
  4778  188.3433333 -19.7919444   6.26  F2  570911.45
  4779  188.3929167 -12.8302778   5.58  G8  592945.41
  4780  188.3925000  24.2830556   6.29  A4  555807.21
  4781  188.4450000  -9.4519444   5.48  A0  602462.03
  4782  188.4966667 -49.9094444   6.38  F3  466427.61
  4783  188.4120833  33.2475000   5.42  K0  524965.19
  4784  188.4475000  33.3847222   6.24  K0  524460.49
  4785  188.4354167  41.3575000   4.26  G0  496595.57
  4786  188.5966667 -23.3966667   2.65  G5  558567.23
  4787  188.3708333  69.7883333   3.87  B6  395953.58
  4788  188.6762500 -44.6733333   5.77  G1  484802.30
  4789  188.7129167  22.6291667   4.81  A0  561002.13
  4790  188.8708333 -61.8419444   6.22  G3  424050.65
  4791  188.7762500  18.3772222   6.56  A9  574920.78
  4792  188.7825000  18.3769444   5.02  K2  574912.28
  4793  188.7837500  21.8813889   5.85  K1  563407.22
  4794  188.9395833 -41.0219444   5.13  A7  497463.58
  4795  188.6833333  70.0219444   4.94  K3  395062.16
  4796  189.0050000 -39.8700000   5.80  A0  501450.55
  4797  188.9941667 -20.5272222   6.20  F0  567601.01
  4798  189.2958333 -69.1355556   2.69  B2  398080.52
  4799  189.1975000  -5.8319444   5.87  A3  608842.20
  4800  189.0970833  59.4869444   5.50  M4  432321.28
  4801  189.2429167  17.0894444   5.68  K5  578293.02
  4802  189.4258333 -48.5411111   3.86  A2  470804.46
  4803  189.4258333 -27.1388889   5.45  F1  544999.21
  4804  189.8104167 -75.3694444   6.49  B8  375883.00
  4805  189.5183333   3.2825000   6.33  A1  611771.38
  4806  189.7187500 -67.1930556   6.25  B1  404861.77
  4807  189.5933333   1.8547222   5.71  M3  612830.41
  4808  189.6250000   6.9883333   7.08  M4  605249.83
  4809  189.6858333 -18.2502778   6.00  A6  573898.78
  4810  189.7645833 -30.4222222   5.89  K2  533493.46
  4811  189.6929167  40.8744444   6.37  A7  497481.30
  4812  189.7587500  22.6594444   6.38  K1  559550.06
  4813  189.8116667  -7.9955556   4.66  K2  602524.32
  4814  189.9816667 -66.5116667   6.26  B8  407203.12
  4815  189.7804167  21.0625000   5.46  G9  564737.28
  4816  189.8204167  35.9519444   6.45  A0  514461.95
  4817  189.9687500 -39.9875000   4.64  B8  500370.91
  4818  190.3458333 -46.1455556   5.84  K4  478677.67
  4819  190.3791667 -48.9597222   2.17  A1  468824.80
  4820  190.5212500 -69.4075000   6.33  F7  396831.56
  4821  190.3166667 -13.0136111   6.08  F3  588415.14
  4822  190.3175000 -13.0150000   5.98  F5  588409.41
  4823  190.4858333 -59.6858333   4.93  B6  431122.66
  4824  190.3933333  10.4263889   6.19  A7  595148.21
  4825  190.4150000  -1.4494444   3.65  F0  610148.62
  4826  190.4150000  -1.4494444   3.68  F0  610148.62
  4827  190.4550000 -19.7586111   6.03  F3  567878.16
  4828  190.4712500  10.2355556   4.88  A0  595429.87
  4829  190.4879167   6.8066667   5.59  A2  603063.69
  4830  190.7095833 -63.0586111   5.31  B1  419167.08
  4831  190.6475000 -48.8130556   4.66  K0  469185.55
  4832  190.7066667 -55.9472222   6.08  B9  444172.66
  4833  190.3912500  62.7130556   6.07  A2  420491.68
  4834  190.7879167 -56.1761111   6.00  B7  443332.99
  4835  190.8675000 -58.9030556   6.40  K0  433724.96
  4836  190.8595833 -40.1777778   6.44  A8  499038.80
  4837  190.9087500  -1.5769444   5.93  G8  608325.21
  4838  190.9945833 -36.3491667   6.39  A0  512082.17
  4839  191.0020833 -28.3238889   5.48  K4  539208.46
  4840  190.7675000  61.1555556   6.38  K0  425845.11
  4841  191.2570833 -68.8311111   6.16  F6  398673.47
  4842  191.4079167 -60.9811111   4.69  K0  426214.22
  4843  191.1129167  44.1030556   6.33  F6  485277.17
  4844  191.5704167 -68.1080556   3.05  B2  401129.44
  4845  191.2479167  39.2788889   5.95  G0  501819.12
  4846  191.2825000  45.4402778   4.99  C7  480525.50
  4847  191.4045833   7.6733333   5.22  F0  598617.77
  4848  191.5945833 -56.4888889   4.65  B3  441865.23
  4849  191.5937500   9.5400000   5.67  K1  594098.64
  4850  191.6916667 -33.3155556   5.86  K3  521701.20
  4851  191.6612500  16.5775000   5.12  K3  575375.23
  4852  191.1083333  80.6211111   6.40  A5  357125.87
  4853  191.9300000 -59.6886111   1.25  B0  430525.91
  4854  191.7595833   5.9508333   6.34  A0  600621.86
  4855  191.8066667  11.9580556   6.07  A3  587722.10
  4856  191.8891667  -6.3019444   6.26  F7  599634.61
  4857  191.9737500 -24.8516667   6.44  B8  549288.75
  4858  191.9641667   3.5727778   6.41  M3  603076.40
  4859  191.8287500  62.7808333   5.89  A9  419742.33
  4860  192.1100000 -27.5975000   5.66  G5  540196.91
  4861  192.0595833  13.5530556   6.56  A1  582961.62
  4862  192.4370833 -71.9863889   5.55  G8  387276.92
  4863  191.8933333  66.7902778   5.43  K5  405660.02
  4864  192.1958333  24.8402778   6.31  G7  548995.90
  4865  192.2258333  14.1225000   5.70  A1  581048.95
  4866  192.1741667  48.4669444   6.27  A6  469445.63
  4867  192.1641667  60.3200000   5.85  F5  428218.10
  4868  192.5500000 -60.4008333   6.75  A3  427768.04
  4869  192.3225000  27.5522222   5.78  A2  540057.28
  4870  193.7441667 -85.1233333   5.46  K0  341052.14
  4871  192.5816667 -48.4597222   6.24  A0  469196.90
  4872  192.7412500 -52.7875000   5.73  A5  454134.82
  4873  192.5725000  22.8633333   6.43  K0  554656.97
  4874  192.6716667 -33.9994444   4.91  A0  518341.45
  4875  192.5445833  37.5169444   5.89  A3  506649.62
  4876  192.8241667 -60.3297222   5.72  A2  427893.49
  4877  192.8454167 -10.3383333   6.41  G8  588836.63
  4878  192.9037500   3.0566667   6.02  K4  600282.49
  4879  192.9866667 -39.6808333   5.98  B8  498903.01
  4880  193.0220833 -48.0941667   6.33  A0  470148.51
  4881  192.9912500 -26.7380556   6.15  A0  541740.67
  4882  193.1025000 -53.8294444   6.24  G8  450314.79
  4883  192.9245833  27.5405556   4.94  G0  539257.50
  4884  193.0512500  17.0738889   6.32  M0  571060.71
  4885  193.2662500 -54.9525000   5.93  K2  446334.82
  4886  193.1150000  16.1225000   6.30  A7  573578.45
  4887  193.3408333 -60.3286111   5.76  B9  427659.47
  4888  193.2787500 -48.9433333   4.33  K3  467047.92
  4889  193.3591667 -40.1788889   4.27  A7  496866.23
  4890  193.4545833 -60.3769444   5.90  B5  427438.11
  4891  193.2966667  -3.5530556   6.11  F5  598482.26
  4892  192.2775000  83.4180556   5.85  A0  347150.76
  4893  192.3066667  83.4127778   5.28  A1  347166.74
  4894  193.3241667  21.2450000   4.90  G8  558314.26
  4895  193.5916667 -58.4305556   6.58  F7  434118.97
  4896  193.4087500  -4.2238889   6.44  K0  597432.01
  4897  193.6633333 -59.1466667   4.62  B4  431602.24
  4898  193.6483333 -57.1777778   4.03  B2  438424.81
  4899  193.6533333 -57.1683333   5.17  B5  438454.77
  4900  193.4570833  12.4186111   6.25  A7  582359.47
  4901  193.5779167 -11.6486111   6.00  A2  583853.96
  4902  193.5883333  -9.5388889   4.79  M3  588418.35
  4903  193.7437500 -44.1519444   5.89  G1  483058.63
  4904  193.5545833  33.5344444   6.26  A7  518863.92
  4905  193.5070833  55.9597222   1.77  A0  442714.85
  4906  193.8308333 -42.9158333   5.47  M0  487174.22
  4907  194.1312500 -72.1852778   5.93  G8  386130.31
  4908  193.9875000 -56.8361111   5.32  O9  439418.01
  4909  193.7354167  47.1966667   5.84  M5  472693.95
  4910  193.9008333   3.3975000   3.38  M3  596512.61
  4911  193.9720833 -15.3269444   6.17  A0  573745.95
  4912  194.1254167 -26.4602778   6.62  F3  540890.01
  4913  194.2683333 -51.1986111   5.16  B8  458618.42
  4914  194.0016667  38.3147222   5.60  F0  502485.79
  4915  194.0070833  38.3183333   2.90  A0  502468.02
  4916  193.8687500  65.4386111   5.24  F0  409681.09
  4917  194.0733333  54.0994444   5.82  A5  448794.75
  4918  194.3883333 -22.7538889   6.31  G5  551824.10
  4919  194.2820833  46.1769444   6.12  K0  475728.48
  4920  194.7308333  17.4094444   4.78  M1  566434.97
  4921  194.9145833  -3.8119444   5.79  A3  592620.12
  4922  195.1358333 -33.5052778   6.02  F0  516965.23
  4923  195.5675000 -71.5488889   3.62  K2  387904.42
  4924  195.0687500  30.7850000   4.90  G9  525790.48
  4925  195.1495833  -3.3686111   5.99  K2  592160.34
  4926  195.1616667  18.3730556   6.20  F6  562848.38
  4927  194.6970833  75.4725000   6.01  K0  374552.07
  4928  194.9795833  66.5972222   5.32  K2  405225.89
  4929  195.2900000  17.1230556   5.96  K0  565911.42
  4930  195.7716667 -71.4761111   6.03  B1  388089.56
  4931  195.1825000  56.3663889   4.93  F2  440327.68
  4932  195.5441667  10.9591667   2.83  G8  579812.90
  4933  195.8883333 -49.5272222   4.85  A0  463068.26
  4934  195.4450000  63.6102778   6.00  F6  415323.07
  4935  195.9420833 -20.5830556   5.58  F7  555044.09
  4936  195.6683333  59.7161111   6.53  A3  428573.75
  4937  195.9766667  -3.6633333   6.59  F0  589029.83
  4938  196.2004167 -41.1966667   6.26  M3  490562.83
  4939  196.3783333 -52.1150000   6.43  M1  453950.64
  4940  196.5695833 -48.4636111   4.71  B5  466061.50
  4941  196.6462500 -41.5886111   5.59  K0  488783.85
  4942  196.7275000 -49.9061111   4.27  B1  461095.31
  4943  196.4354167  35.7988889   5.25  B9  507858.50
  4944  196.8508333 -59.8605556   5.99  F8  427396.11
  4945  196.4679167  45.2686111   5.63  K1  476810.85
  4946  196.5883333  21.1533333   5.99  F4  552078.39
  4947  196.7262500 -35.8619444   6.54  A0  507271.33
  4948  196.5425000  29.0294444   6.54  A3  529014.04
  4949  196.5941667  22.6161111   5.60  M5  547953.38
  4950  196.2070833  73.0252778   6.31  F0  382611.39
  4951  196.9095833 -53.4597222   5.71  B8  449011.99
  4952  197.0291667 -65.3063889   5.51  B0  408757.49
  4953  196.5945833  62.0419444   6.14  G7  420115.22
  4954  196.7945833  27.6247222   4.80  K5  532864.09
  4955  196.9741667 -10.7402778   5.19  K2  575993.39
  4956  196.9733333  27.5558333   6.19  K4  532758.91
  4957  197.1354167  -8.9844444   5.55  K3  578573.39
  4958  197.2637500 -23.1180556   4.95  K1  545161.28
  4959  197.3100000  -9.5383333   6.32  K0  577104.14
  4960  197.3016667  10.0222222   5.78  K0  576296.29
  4961  197.4387500 -10.3294444   5.94  K5  575329.46
  4962  197.4491667  16.8486111   5.91  K5  561340.29
  4963  197.4875000  -5.5388889   4.38  A1  582056.81
  4964  197.4112500  37.4230556   6.02  K3  501368.76
  4965  197.7433333 -52.5669444   6.06  Ap  451348.66
  4966  197.9650000 -69.9419444   5.91  F3  392548.88
  4967  197.4250000  38.5338889   6.28  B7  497788.39
  4968  197.4970833  17.5294444   5.22  F5  559542.63
  4969  197.4970833  17.5294444   5.22  F5  559542.63
  4970  197.7866667 -42.2330556   5.79  F7  485393.74
  4971  197.5133333  38.4988889   5.91  A9  497788.62
  4972  197.9712500 -63.3027778   6.33  A8  415079.62
  4973  197.8466667 -43.3688889   5.25  K1  481629.66
  4974  197.4591667  62.2291667   6.54  A1  419002.21
  4975  198.0725000 -59.9208333   4.60  B8  426438.26
  4976  198.5716667 -78.4472222   5.85  F8  363396.75
  4977  198.2037500 -66.2269444   5.90  A0  405057.22
  4978  197.9133333 -26.5516667   6.50  A5  534019.89
  4979  198.0133333 -37.8030556   4.85  G3  499360.64
  4980  198.2333333 -59.8166667   6.16  G0  426685.88
  4981  198.0145833 -16.1986111   5.04  F5  561437.35
  4982  198.2120833 -42.6997222   6.22  K0  483390.02
  4983  197.9683333  27.8780556   4.26  F9  530021.20
  4984  198.0350000  24.2580556   6.33  K1  540365.50
  4985  198.3479167 -50.7000000   5.89  B9  457036.40
  4986  198.1370833  11.5561111   5.77  M0  570957.06
  4987  198.1495833  18.7516667   6.53  G8  554878.31
  4988  198.5504167 -58.6838889   5.89  K0  430278.50
  4989  198.5616667 -59.1033333   4.92  F7  428865.05
  4990  198.3616667 -18.8266667   6.28  B9  554172.52
  4991  198.4895833 -43.1388889   6.16  K4  481648.31
  4992  198.3016667  18.7269444   6.11  G8  554569.36
  4993  198.8120833 -67.8944444   4.80  B8  399123.85
  4994  198.8570833 -69.6797222   6.37  K2  393068.08
  4995  198.5454167 -19.9308333   5.33  G6  550927.46
  4996  198.6795833 -48.9566667   5.89  K1  462475.28
  4997  198.4291667  40.1527778   4.92  G8  491326.59
  4998  198.6304167  11.3316667   5.67  M0  569876.70
  4999  198.7904167 -36.3711111   6.19  K1  502795.77
  5000  199.1866667 -65.1383333   6.07  F5  408223.68
  5001  198.9950000 -19.9430556   5.22  K1  549822.25
  5002  199.3041667 -66.7836111   4.87  K2  402629.65
  5003  198.3833333  72.7988889   6.59  A2  382673.18
  5004  198.8833333  40.8552778   5.79  A7  488509.28
  5005  199.1062500  -1.3905556   6.68  F1  579042.36
  5006  199.2212500 -31.5061111   5.10  K1  517016.58
  5007  199.0595833  19.0516667   6.45  G8  551896.31
  5008  199.3079167 -43.9794444   5.84  Am  477988.54
  5009  198.1058333  80.4713889   6.25  K0  356589.80
  5010  199.1345833  19.7852778   6.45  F0  549883.48
  5011  199.1937500   9.4241667   5.22  G0  571305.50
  5012  199.8287500 -72.0355556   6.04  K3  384718.89
  5013  199.3150000  13.6755556   5.33  K3  563348.33
  5014  199.3745833  -0.6766667   6.37  F0  578210.61
  5015  199.4012500   5.4697222   4.80  M1  575535.89
  5016  199.6441667 -51.2861111   6.19  A0  453917.74
  5017  199.3854167  40.5725000   4.73  F3  488764.65
  5018  199.1191667  68.4080556   6.20  B9  397247.04
  5019  199.6012500 -18.3113889   4.74  G6  552329.11
  5020  199.7304167 -23.1716667   3.00  G8  539724.79
  5021  199.7129167   3.6877778   6.62  A1  575850.96
  5022  199.6158333  34.0980556   5.82  K4  508545.17
  5023  199.5604167  49.6819444   5.15  A0  459241.35
  5024  200.1454167 -59.7733333   6.18  F3  425537.04
  5025  199.7675000  35.1280556   6.02  F0  505168.44
  5026  200.1575000 -52.7480556   5.48  B6  448660.42
  5027  200.2012500 -55.8005556   6.02  B0  438612.00
  5028  200.1491667 -36.7122222   2.75  A2  499733.73
  5029  200.2404167 -46.8805556   5.77  K1  467603.41
  5030  200.7191667 -72.1466667   6.05  B6  383989.30
  5031  200.1733333   2.9416667   6.26  A3  574639.80
  5032  200.0791667  40.1505556   5.60  K1  489171.38
  5033  200.3745833 -19.4888889   6.21  A2  547543.07
  5034  200.6487500 -60.9722222   6.18  B2  421216.58
  5035  200.6579167 -60.9883333   4.53  B3  421156.98
  5036  200.5675000 -52.1830556   5.83  B2  450121.40
  5037  200.4233333   2.0872222   5.69  A2  574109.36
  5038  200.7195833 -47.9430556   6.16  A4  463664.13
  5039  200.7608333 -48.5627778   6.38  B6  461629.96
  5040  200.5404167   5.1547222   5.87  A2  571859.27
  5041  201.0020833 -64.5358333   4.53  G6  409193.03
  5042  201.2795833 -74.8877778   5.05  K0  374615.47
  5043  200.7862500 -33.1900000   6.22  M1  509327.53
  5044  200.7545833 -17.7352778   5.37  KI  550644.98
  5045  200.5158333  43.9030556   6.35  A7  476783.45
  5046  200.9679167 -49.8230556   6.48  G8  457358.63
  5047  200.8287500  -4.9244444   5.89  K3  571040.06
  5048  201.3079167 -64.4852778   5.31  F2  409173.62
  5049  201.4587500 -70.6275000   5.67  Ap  388734.45
  5050  201.1383333  -5.1638889   5.75  F3  569765.34
  5051  201.8262500 -74.6919444   6.63  B9  375072.34
  5052  200.9750000  37.0338889   6.07  M3  497491.16
  5053  201.1270833  12.4319444   6.44  K0  560273.95
  5054  200.9812500  54.9252778   2.27  A1  440815.25
  5055  200.9850000  54.9216667   3.95  A1  440823.73
  5056  201.2983333 -11.1613889   0.98  B1  561871.19
  5057  201.2779167  23.8544444   5.78  A3  534438.27
  5058  201.5325000 -39.7552778   5.09  K0  488353.64
  5059  201.5475000  -1.1925000   5.97  A7  570315.94
  5060  201.7337500 -41.4980556   5.69  K3  482709.46
  5061  201.7762500 -49.1438889   6.31  A0  458667.16
  5062  201.3062500  54.9880556   4.01  A5  440323.96
  5063  201.8366667 -49.3808333   6.28  B3  457846.59
  5064  201.6800000 -12.7077778   5.25  M0  558093.38
  5065  201.8112500 -40.1630556   6.40  G8  486700.56
  5066  202.1933333 -69.6280556   6.20  Ap  391692.47
  5067  201.5691667  46.0280556   5.88  K0  468781.91
  5068  201.8633333 -15.9736111   4.76  K0  551362.12
  5069  202.2816667 -64.6758333   6.11  Ap  407937.23
  5070  201.4995833  63.2611111   6.50  G6  413090.88
  5071  202.3550000 -51.1652778   5.06  A1  451608.82
  5072  202.1075000  13.7788889   4.98  G4  554882.60
  5073  201.5337500  72.3913889   5.79  M1  382837.21
  5074  201.7691667  64.7355556   6.66  F0  408062.95
  5075  201.7945833  64.7194444   7.04  F0  408100.21
  5076  201.9979167  52.7458333   6.34  F0  446919.89
  5077  202.1091667  40.7297222   6.47  G8  484537.11
  5078  202.3120833  -1.3644444   6.43  K0  567534.11
  5079  202.0487500  50.5872222   6.80  F1  453774.40
  5080  202.4283333 -23.2813889   4.97  M7  533206.77
  5081  202.3041667  10.8183333   5.65  K0  559194.05
  5082  203.3116667 -77.5683333   6.48  F6  365049.25
  5083  202.1904167  50.7183333   6.43  F0  453206.16
  5084  205.2312500 -85.7861111   5.58  Am  337720.45
  5085  202.1129167  59.9458333   5.40  A1  423519.27
  5086  202.5004167   7.1788889   6.17  K5  563180.03
  5087  202.4900000   6.0133333   6.51  K0  564337.17
  5088  202.6070833  -6.4702778   6.09  F2  563515.16
  5089  202.7612500 -39.4075000   3.88  G9  487573.50
  5090  202.8887500 -28.1127778   6.47  A1  519653.11
  5091  201.7362500  78.6438889   5.77  G2  361940.67
  5092  203.0220833 -38.3991667   6.16  K1  490178.09
  5093  203.3987500 -65.6325000   6.37  A0  404102.08
  5094  203.0116667 -18.7288889   6.01  F0  542359.15
  5095  202.9912500  -6.2558333   4.69  M2  562382.95
  5096  202.8158333  42.1061111   6.08  K2  479324.19
  5097  203.1495833 -28.6927778   5.69  A1  517545.64
  5098  203.1437500 -29.5652778   6.45  F3  515197.74
  5099  203.2154167 -15.3630556   5.55  K1  548633.56
  5100  203.2420833 -10.1650000   5.21  K0  557084.54
  5101  203.2529167  -7.1950000   6.68  M7  560586.74
  5102  203.2004167  24.3463889   6.11  G8  528717.35
  5103  203.6204167 -48.2722222   6.33  B8  459277.69
  5104  203.6816667 -33.3108333   6.44  K2  503770.87
  5105  203.5329167   3.6588889   4.94  A1  562321.21
  5106  203.6687500 -13.2144444   5.91  A2  551083.80
  5107  203.6733333  -0.5958333   3.37  A3  562750.56
  5108  203.5908333  38.7891667   6.37  F0  488113.44
  5109  203.5304167  55.3486111   5.60  A0  437110.96
  5110  203.6991667  37.1825000   4.98  F2  492648.13
  5111  203.8804167  -5.3961111   5.73  G6  559988.62
  5112  203.6137500  49.0161111   4.70  A5  456971.65
  5113  204.3008333 -61.6919444   5.63  F6  416185.11
  5114  203.8887500  10.2047222   6.49  K1  554907.38
  5115  204.7995833 -75.6838889   6.34  B8  370697.80
  5116  203.8087500  44.1969444   6.84  A7  471565.86
  5117  204.2104167 -34.4677778   6.50  K0  499528.54
  5118  204.2750000 -44.1433333   5.98  G8  471079.25
  5119  204.6904167 -70.4450000   6.10  K3  387737.00
  5120  204.2016667 -26.4950000   5.78  A7  520982.44
  5121  204.3487500 -46.4283333   5.90  B8  464037.46
  5122  204.5316667 -58.4150000   6.42  K1  426441.62
  5123  204.2462500  24.6133333   5.74  M2  525565.14
  5124  204.7045833 -57.6230556   6.01  G5  428793.29
  5125  205.0025000 -70.7883333   6.59  K0  386463.17
  5126  204.1658333  49.4866667   6.49  K1  454854.48
  5127  204.3650000  36.2950000   4.82  A7  494061.57
  5128  204.6750000 -29.5608333   5.83  F5  512005.28
  5129  204.5329167  14.3016667   6.52  A9  546578.60
  5130  205.0454167 -64.5769444   5.79  F3  406397.18
  5131  203.6783333  76.5466667   6.57  K5  368287.79
  5132  204.9716667 -53.4663889   2.30  B1  441573.91
  5133  204.4291667  50.7147222   6.48  M2  450735.90
  5134  204.9987500 -49.9502778   6.00  M5  452426.14
  5135  204.9200000 -39.7480556   6.27  M4  483153.07
  5136  204.9525000 -40.0519444   5.60  K2  482214.61
  5137  204.7595833  18.2652778   6.48  K3  538481.25
  5138  204.8941667  10.7461111   5.57  F0  550878.55
  5139  204.2958333  71.2422222   5.50  K2  385354.46
  5140  205.5045833 -58.7872222   5.38  B9  424390.54
  5141  205.4362500 -54.5600000   5.01  B8  437676.63
  5142  204.8766667  52.9213889   5.46  A3  443373.66
  5143  205.0650000  31.0119444   6.21  G5  507338.88
  5144  205.1687500  19.9555556   5.75  A1  533843.17
  5145  205.1629167  28.0652778   6.23  K3  514812.98
  5146  205.3787500 -23.4497222   6.59  A0  525539.82
  5147  205.4404167 -33.5969444   6.05  K0  499606.95
  5148  205.0966667  50.5194444   6.32  F7  450558.19
  5149  205.2595833  22.4958333   5.62  G9  528029.67
  5150  205.4033333  -8.7030556   5.01  M1  551668.16
  5151  205.7337500 -56.7680556   6.00  B0  430497.14
  5152  205.7275000 -50.7905556   6.41  M0  448972.94
  5153  205.0887500  57.2075000   6.29  A2  429744.31
  5154  205.1845833  54.6816667   4.66  M2  437560.94
  5155  205.7291667 -41.4011111   5.98  K0  477039.28
  5156  205.5529167   8.3883333   6.16  F3  551497.10
  5157  205.9166667 -42.0675000   5.98  B8  474802.65
  5158  206.0662500 -51.0130556   6.47  A0  447885.99
  5159  205.7654167   3.5380556   5.36  K2  554433.31
  5160  205.6200000  41.6741667   6.30  G6  476416.08
  5161  205.6808333  34.9888889   5.98  G5  495324.14
  5162  205.3745833  64.8225000   5.85  A2  405379.22
  5163  205.9762500  -5.4988889   6.51  A1  552555.76
  5164  205.9383333  22.7002778   6.13  K4  525809.40
